CustomerID,Recency,InvoiceNo,Monetary,cluster
014237,372,1,161.0,1
014238,325,1,146.85,1
014239,42,11,2380.85,1
014240,29,2,890.34,1
014241,183,1,213.70000000000002,1
014242,234,2,280.55,1
014243,8,10,2588.77,1
014245,219,2,1693.45,1
014246,110,3,1474.06,1
014247,277,1,136.76999999999998,1
014248,317,1,302.58,1
014250,6,3,1904.05,1
014251,1,5,2879.7000000000003,1
014256,259,2,969.0600000000001,1
014257,63,5,3099.7200000000003,1
014258,8,9,12669.98,1
014259,141,1,120.0,1
014261,50,2,1163.45,0
014262,7,8,2618.23,1
014264,154,2,333.97,1
014267,162,3,1516.24,1
014270,331,1,492.65000000000003,1
014271,225,1,112.32,1
014272,73,2,437.96,1
014273,50,4,559.97,1
014276,98,3,1119.74,1
014280,196,1,134.04,1
014282,2,15,3729.34,1
014284,30,2,595.25,1
014285,20,4,1910.01,1
014286,23,3,4628.75,1
014287,7,3,176.63,1
014288,212,1,426.6,1
014289,8,6,911.26,1
014290,10,5,2314.65,1
014291,1,11,3883.25,1
014292,7,9,4871.93,1
014293,2,4,1046.56,1
014295,39,1,166.20000000000002,1
014297,17,4,1305.33,1
014298,7,44,51527.3,0
014299,7,9,3965.62,1
014300,18,1,43.2,1
014301,116,1,640.14,1
014304,222,1,383.45,1
014305,70,3,1858.96,1
014306,50,2,2093.32,1
014307,88,6,2995.72,1
014309,7,9,2352.53,1
014311,242,1,310.26,1
014312,46,6,1611.59,1
014314,106,1,120.0,1
014315,44,6,2481.13,1
014317,64,1,508.58000000000004,1
014320,206,2,477.79,1
014321,10,5,1530.75,1
014323,114,2,605.0600000000001,1
014326,241,1,183.85,1
014327,162,1,311.65,1
014329,16,7,5014.84,1
014331,123,2,462.65999999999997,1
014332,22,3,866.31,1
014333,67,1,415.2,1
014334,16,8,2552.21,1
014336,16,4,1614.91,1
014338,160,2,588.22,1
014339,242,1,309.52,1
014340,218,1,134.7,1
014341,44,8,2182.28,1
014342,20,4,668.5600000000001,1
014344,126,8,889.9300000000001,1
014345,38,1,108.97999999999999,1
014346,120,2,1021.58,1
014348,259,1,409.57,1
014349,9,1,133.5,1
014350,273,1,282.93,1
014351,164,1,51.0,1
014352,156,4,1078.96,1
014353,214,1,90.6,1
014354,5,2,163.62,1
014355,365,1,174.4,1
014356,79,2,701.23,1
014357,42,1,225.77,1
014359,18,3,912.18,1
014360,31,4,2128.23,1
014362,21,1,161.2,1
014364,108,8,3717.35,1
014367,7,16,9261.52,1
014368,319,1,155.0,1
014371,294,1,100.5,1
014373,357,1,76.55,1
014375,184,1,257.68,1
014377,190,2,617.05,1
014379,43,2,348.1,1
014381,51,1,202.68,1
014382,25,1,626.0699999999999,1
014383,37,3,1247.69,1
014385,8,3,202.11,1
014386,296,1,142.4,1
014387,32,3,1770.56,1
014388,9,8,3212.84,1
014389,64,2,1043.46,1
014390,9,9,4652.82,1
014393,217,1,67.95,1
014395,1,9,3507.71,1
014396,64,2,487.99,1
014397,2,19,2612.96,1
014400,148,1,574.7,1
014401,3,13,4051.48,1
014403,129,4,1475.81,1
014404,33,6,1474.32,1
014406,118,1,156.75,1
014407,106,6,2157.73,1
014408,10,7,2606.53,1
014409,70,6,2059.4500000000003,1
014410,91,9,1105.07,1
014411,310,1,1063.0,1
014412,42,2,770.03,1
014413,361,1,122.7,1
014414,91,7,1496.98,1
014415,0,13,5900.28,0
014416,21,2,490.22,1
014418,3,3,1937.25,1
014419,10,6,1058.06,1
014420,98,1,387.52,1
014421,56,2,813.11,1
014422,0,6,4263.64,2
014423,217,1,265.2,1
014424,17,1,322.08,1
014426,23,10,4481.67,1
014427,49,2,363.34000000000003,1
014428,6,5,1244.83,2
014431,302,1,470.36,1
014432,9,6,2255.51,1
014434,21,6,1372.8,1
014436,98,1,89.06,1
014437,365,1,63.0,1
014438,305,1,131.9,1
014440,7,5,2357.6800000000003,1
014441,0,4,1712.89,1
014443,53,4,1420.2,1
014446,0,4,1039.58,0
014447,18,5,1163.23,1
014448,8,2,375.35,1
014449,18,4,907.1,1
014450,180,3,483.25,1
014451,59,2,662.59,1
014452,10,2,264.44,1
014453,189,1,119.93,1
014456,4,9,3062.4,2
014457,310,1,113.64,1
014459,154,1,1837.92,1
014460,109,3,434.34,1
014461,147,3,2103.06,2
014462,65,11,2004.02,1
014463,97,3,529.62,1
014465,246,3,1058.6200000000001,1
014466,28,7,2272.4,1
014467,17,4,598.76,1
014470,11,2,461.19,1
014472,103,8,1936.84,1
014473,73,2,234.34000000000003,1
014474,45,1,547.66,1
014475,71,3,925.85,1
014476,256,1,215.7,1
014477,19,4,1309.6,1
014479,253,2,316.25,1
014480,10,1,279.05,1
014481,164,2,636.51,1
014482,17,6,2068.15,1
014483,281,1,137.1,1
014484,49,1,321.92,1
014485,38,1,165.75,1
014487,26,6,1196.33,1
014488,67,1,1064.28,1
014489,206,1,463.38,1
014491,174,2,340.93,1
014493,6,5,2383.2400000000002,1
014494,25,1,139.56,1
014495,50,2,123.8,1
014496,311,2,538.8100000000001,1
014497,308,1,475.37,1
014498,42,5,1957.32,1
014499,25,3,815.32,1
014500,87,3,356.85,1
014501,183,2,251.21,1
014502,19,11,2470.67,1
014503,2,6,3543.26,1
014504,46,4,673.26,1
014505,16,8,5905.64,0
014506,16,5,2012.17,0
014507,23,6,1383.18,1
014508,21,2,276.42,1
014511,10,5,1314.81,2
014512,187,2,275.28,1
014513,100,3,455.59000000000003,1
014514,60,3,1055.35,1
014515,17,6,2102.09,1
014517,32,2,330.45,1
014518,63,1,174.37,1
014520,1,2,270.6,1
014522,23,4,974.54,1
014523,107,1,241.09,1
014524,31,9,1867.68,1
014525,19,9,4332.2,1
014527,2,55,8508.82,0
014528,36,1,364.21999999999997,1
014529,59,3,620.04,1
014530,25,6,2925.91,1
014532,235,4,932.85,1
014533,24,7,1949.72,1
014534,2,18,4447.05,1
014535,59,3,2864.19,0
014536,259,1,171.8,1
014537,57,1,355.56,1
014538,64,2,388.25,1
014539,15,2,537.48,1
014540,9,3,996.26,1
014541,58,8,1461.65,1
014542,185,1,103.25,1
014543,28,16,3630.33,1
014544,23,2,2024.45,1
014546,4,5,2578.09,1
014547,3,8,4007.54,1
014548,150,2,652.8,1
014549,310,1,289.24,1
014550,10,2,765.62,1
014551,17,2,186.23,1
014552,151,1,165.07,1
014553,18,5,859.27,1
014554,9,4,2381.04,1
014555,56,2,324.14,1
014557,84,1,788.38,1
014560,6,22,2237.77,1
014561,75,3,1080.76,1
014562,3,18,5074.77,2
014565,95,4,3099.12,1
014567,56,2,1530.3600000000001,1
014569,0,1,227.39,1
014570,280,2,218.06,1
014572,2,7,2832.84,1
014573,179,9,1653.42,0
014576,371,1,35.400000000000006,1
014577,12,4,859.71,1
014578,2,1,168.63,1
014581,16,1,138.6,1
014582,40,1,114.11,1
014583,5,5,1052.55,1
014584,168,4,1042.26,1
014585,49,1,157.05,1
014586,276,1,237.36,1
014587,18,9,1601.14,1
014589,371,1,39.75,1
014591,14,4,1447.14,1
014592,34,3,570.46,1
014593,21,3,617.99,2
014594,6,2,379.83,1
014595,19,6,1740.6,1
014597,10,2,883.15,1
014598,43,1,221.97,1
014600,305,1,393.33000000000004,1
014601,10,1,213.96,1
014603,274,1,660.0,1
014606,0,93,12156.65,0
014607,15,14,16569.5,1
014608,3,4,1785.15,1
014609,71,4,601.56,1
014616,242,3,406.08000000000004,1
014618,8,3,553.44,1
014619,245,1,394.44,1
014620,205,2,412.78000000000003,1
014621,0,5,1788.3600000000001,1
014622,184,1,320.58000000000004,1
014623,31,5,889.25,1
014624,56,2,225.85,1
014625,195,2,899.63,1
014626,23,4,2791.27,0
014628,90,2,671.96,1
014629,3,2,959.01,1
014631,50,3,1006.98,1
014632,262,1,114.56,1
014633,265,1,344.90000000000003,1
014636,35,2,609.85,1
014638,50,1,443.6,1
014639,51,6,2984.49,0
014640,23,6,2125.08,1
014641,21,1,110.46,1
014642,58,1,96.12,1
014643,169,2,693.8100000000001,1
014644,67,2,830.76,1
014645,156,2,597.09,1
014647,200,1,243.22,1
014649,4,4,1417.29,1
014651,66,2,654.6,2
014652,76,1,114.18,1
014653,0,7,1947.55,1
014655,7,4,1932.23,1
014656,168,2,291.05,1
014657,17,4,848.22,1
014658,4,2,247.15,1
014659,8,9,2529.93,1
014660,86,2,285.74,1
014661,26,1,107.95,1
014662,28,4,771.17,1
014664,19,2,637.89,1
014665,60,5,1835.7,1
014666,23,1,195.25,1
014667,10,25,9241.2,1
014669,241,3,1269.99,1
014670,279,2,411.53,1
014672,234,2,765.55,1
014673,2,5,1736.4,1
014675,15,1,604.75,1
014676,30,6,2548.2400000000002,1
014680,24,16,28754.11,1
014681,70,3,498.95,1
014682,187,2,52.0,1
014684,25,5,1236.28,1
014687,106,1,628.38,1
014688,7,21,5630.87,1
014689,208,1,112.8,1
014690,43,2,371.7,1
014691,30,5,2114.33,2
014692,136,4,591.55,1
014693,263,1,172.9,1
014696,3,7,2078.95,1
014697,217,2,188.60999999999999,1
014698,1,5,1250.76,1
014699,213,1,109.13000000000001,1
014700,31,3,2235.3,0
014701,10,9,2549.37,1
014702,0,17,3292.14,0
014703,14,1,318.17,1
014704,10,9,1546.91,2
014705,198,1,179.0,1
014708,2,3,1126.37,1
014709,14,13,4921.04,1
014710,13,4,606.13,1
014711,9,11,2868.8,1
014712,28,3,917.07,1
014713,8,11,2666.36,1
014714,23,1,160.19,1
014715,24,4,867.38,1
014716,42,2,329.68,1
014719,1,5,1602.13,1
014720,5,3,663.81,1
014722,146,1,187.92000000000002,1
014723,9,6,1158.3,1
014725,24,1,718.08,1
014727,273,1,268.58,1
014729,373,1,313.49,2
014730,0,8,2005.06,1
014731,46,3,380.02,1
014732,7,8,2702.4900000000002,1
014733,15,12,9585.91,1
014735,3,32,6065.69,1
014737,3,3,1164.55,1
014738,42,7,1314.45,1
014739,3,7,3902.28,1
014740,196,3,1448.21,1
014741,11,6,1400.34,1
014744,15,7,1099.98,1
014745,112,5,1220.26,1
014747,248,1,328.2,1
014748,28,5,1415.75,1
014752,43,1,389.64,1
014753,86,1,563.15,1
014754,44,2,638.05,1
014755,9,11,5010.28,0
014756,14,1,738.96,1
014757,74,1,420.5,1
014758,144,4,1484.06,1
014759,4,3,1625.97,1
014760,296,1,89.2,1
014761,58,2,255.9,1
014762,263,1,300.52,1
014764,46,1,278.3,1
014765,28,3,254.11,1
014766,7,6,2473.37,2
014768,16,2,192.60000000000002,1
014769,2,8,10674.75,1
014770,231,2,876.42,1
014772,111,1,139.26,1
014775,57,3,1011.9,1
014776,50,11,2538.3,1
014778,126,2,730.86,1
014779,280,3,386.15,1
014780,54,2,447.68,1
014782,319,1,200.10000000000002,1
014784,25,2,289.99,1
014785,9,2,77.4,1
014788,6,2,679.4399999999999,1
014789,28,1,197.64,1
014790,16,4,745.06,1
014792,63,1,6.2,1
014793,20,1,228.99,1
014794,2,7,1319.91,1
014795,165,1,131.45000000000002,1
014796,0,17,8022.49,1
014798,52,3,173.74,1
014799,50,1,157.7,1
014800,47,12,4339.74,1
014801,60,1,193.14,1
014803,161,3,845.55,1
014804,8,1,353.27,1
014805,14,4,554.65,1
014806,74,1,193.39000000000001,1
014808,39,8,2741.17,1
014810,40,11,2087.88,1
014813,369,2,155.43,1
014815,36,2,778.5,1
014816,196,1,271.85,1
014817,199,2,1110.34,1
014818,73,3,657.8,1
014819,63,2,272.07,1
014820,20,4,507.29,1
014821,366,1,48.800000000000004,1
014823,179,3,321.43,1
014824,9,4,1127.71,1
014825,3,12,2226.91,1
014828,196,3,2139.76,1
014829,28,4,697.55,1
014830,52,1,197.13,1
014834,17,6,1720.3,1
014836,9,3,102.44999999999999,1
014837,89,4,1649.5,1
014840,267,1,62.85,1
014841,52,6,3295.76,0
014842,43,4,2824.69,1
014844,63,4,3189.81,0
014847,148,1,309.4,1
014849,21,25,7930.54,2
014850,311,1,325.75,1
014851,22,2,511.35,1
014852,57,6,2836.69,1
014853,23,2,475.8,1
014854,77,7,2759.83,1
014855,118,2,645.65,1
014856,35,3,1311.3799999999999,1
014857,59,2,1173.12,1
014859,12,4,1353.74,1
014860,18,1,170.32,1
014861,51,1,125.79,1
014862,25,2,841.1999999999999,1
014863,28,1,266.76,0
014865,6,2,52.2,1
014866,10,12,14389.9,1
014867,185,3,710.28,1
014868,2,8,2953.59,1
014869,8,2,725.7,1
014870,261,1,327.25,1
014871,2,4,522.38,1
014873,209,1,519.68,1
014875,107,2,1465.3200000000002,1
014878,12,9,1485.54,1
014880,76,3,706.19,1
014881,19,1,255.4,1
014882,26,2,589.7,1
014883,18,6,761.59,1
014885,131,1,765.3199999999999,1
014886,252,1,364.8,1
014887,78,1,1862.0,1
014888,206,1,369.2,1
014889,335,1,135.9,1
014890,253,1,125.65,1
014891,147,2,554.38,1
014893,9,2,1237.8500000000001,1
014894,84,1,655.75,1
014895,7,20,11138.710000000001,1
014896,204,2,468.77000000000004,1
014897,7,4,1366.38,0
014898,22,6,1303.52,1
014901,10,9,1421.29,2
014902,25,1,332.66,1
014903,20,5,2810.63,1
014904,1,2,1025.44,1
014905,157,2,616.15,1
014907,2,7,3501.1,1
014908,73,1,277.8,1
014910,2,4,434.35,1
014913,35,4,1227.43,1
014915,90,2,307.48,1
014916,70,4,1268.98,1
014918,115,2,1610.15,1
014920,212,2,977.77,1
014921,29,2,1316.07,1
014923,50,1,749.1,1
014924,245,1,310.05,1
014929,31,1,223.88,1
014944,29,12,5900.25,1
014946,13,1,100.9,1
014947,71,2,290.82,1
014948,22,6,1101.97,1
014950,18,1,371.2,1
014951,78,1,311.69,1
014952,59,11,8099.49,1
014953,24,1,289.82,1
014954,11,1,336.17,1
014957,252,1,58.49,1
014958,146,3,499.68,1
014959,63,4,695.42,2
014960,7,2,221.27,1
014961,10,9,7044.68,1
014962,270,1,126.7,1
014963,9,5,1487.8,1
014964,246,1,206.21,1
014965,95,2,599.0,1
014966,14,1,191.32,1
014967,49,1,463.8,1
014968,29,1,147.59,1
014970,67,4,1592.06,1
014971,34,3,1116.57,1
014972,127,1,114.77,1
014973,106,3,1314.45,1
014974,36,1,114.39,1
014975,56,1,279.94,1
014976,56,7,790.86,1
014978,71,5,1931.42,1
014981,245,1,102.12,1
014984,18,2,213.27,1
014985,197,2,296.75,1
014987,15,2,326.4,1
014988,211,1,334.54,1
014995,38,2,233.23000000000002,1
014997,45,3,546.1999999999999,1
014998,169,2,429.87,1
015000,47,1,490.52,1
015002,115,4,1641.76,1
015004,146,1,1246.32,1
015005,15,28,6316.57,1
015006,50,1,502.09,1
015007,158,1,156.91,1
015009,11,3,1261.78,1
015010,35,1,308.94,1
015012,53,2,423.04,1
015014,42,2,260.17,1
015016,172,1,170.04,1
015017,33,1,125.58,1
015018,38,3,496.21000000000004,1
015019,266,1,266.0,1
015021,8,9,1914.82,1
015022,11,4,905.04,1
015023,2,11,6802.76,1
015024,9,10,1661.33,1
015025,32,1,377.01,1
015026,79,3,469.0,1
015027,30,4,1066.1499999999999,1
015028,7,4,627.13,1
015030,71,2,518.28,1
015031,3,4,668.14,1
015032,255,3,4959.1,1
015033,4,10,2586.67,1
015034,15,8,4308.61,2
015035,89,1,252.73000000000002,1
015036,71,3,465.55,1
015038,58,6,705.49,1
015039,9,47,19914.44,2
015041,169,1,180.35,1
015042,198,1,135.93,1
015043,30,1,537.0,1
015044,18,17,7700.2300000000005,1
015045,151,2,735.66,1
015046,8,15,5213.7699999999995,2
015047,269,1,343.62,1
015048,64,4,384.05,1
015049,273,1,121.17000000000002,1
015050,24,3,1782.09,1
015051,22,3,1391.61,1
015052,318,1,215.78,1
015053,4,3,697.79,1
015054,11,2,302.1,1
015057,274,2,1489.5,1
015058,24,11,2124.9900000000002,2
015059,40,9,1337.72,1
015060,7,4,303.09,1
015061,3,48,54534.14,1
015062,70,4,987.86,1
015063,212,1,370.79999999999995,1
015065,37,4,3158.13,1
015066,52,1,893.59,1
015067,77,3,1744.76,1
015068,45,2,553.36,1
015069,178,1,1109.53,1
015070,372,1,106.2,1
015071,93,2,982.07,1
015073,9,3,1043.41,1
015074,104,1,748.87,1
015075,77,1,773.03,1
015076,172,1,880.85,2
015078,6,32,9743.11,1
015079,212,4,895.61,2
015081,21,5,504.8,1
015083,256,1,88.2,1
015087,281,1,306.94,1
015088,20,2,1160.07,1
015089,9,6,2420.84,2
015090,307,1,381.32,1
015091,67,1,480.71,1
015092,214,2,457.81,1
015093,17,6,4597.02,1
015095,103,4,1370.6,1
015096,42,1,219.39000000000001,1
015097,3,1,248.08,1
015098,181,3,39916.5,1
015099,83,1,410.48,1
015100,333,3,876.0,1
015101,8,2,317.53,1
015103,30,2,703.36,1
015104,196,2,1027.44,1
015105,17,7,2298.93,1
015106,17,5,1422.52,1
015107,310,6,319.5,1
015109,245,1,484.95,1
015110,23,4,996.1,1
015111,28,3,1567.48,1
015113,9,3,3609.33,1
015114,29,10,2760.56,1
015115,17,1,340.11,1
015116,17,4,1352.75,1
015117,14,5,1551.78,1
015118,133,1,244.8,1
015119,245,1,266.4,1
015120,133,1,358.82,1
015121,49,2,457.72,1
015122,113,3,1633.78,1
015123,6,2,2199.31,2
015124,22,2,184.19,2
015125,24,15,11528.48,1
015127,65,1,406.53,1
015128,59,4,1471.0,1
015129,49,11,3447.4,1
015130,169,1,330.11,1
015132,17,5,977.9300000000001,1
015133,127,3,982.42,1
015134,14,8,1387.99,1
015135,238,1,139.05,1
015136,2,4,1286.7,1
015139,239,2,178.96,1
015140,51,7,2354.25,1
015142,45,1,498.74,1
015143,225,1,259.45,1
015144,7,17,6580.44,1
015145,3,4,1194.73,1
015146,164,2,1327.16,1
015147,239,1,623.5,1
015148,10,1,301.29,1
015149,133,1,520.8000000000001,1
015150,16,10,5314.47,2
015152,9,13,4745.69,1
015153,30,1,329.25,1
015154,74,1,296.42,1
015156,0,3,961.49,2
015157,3,3,1936.07,1
015158,44,1,401.40000000000003,1
015159,1,30,18641.010000000002,1
015160,356,1,158.16,1
015163,17,2,304.47,1
015164,68,3,843.05,1
015165,372,1,487.75,1
015167,320,1,163.0,1
015168,25,1,106.56,1
015171,330,1,1289.5,1
015172,8,5,1624.05,2
015174,322,1,135.75,1
015175,71,1,224.14,1
015178,259,1,40.5,1
015179,17,5,2206.95,1
015180,366,1,87.5,1
015181,65,3,689.4799999999999,1
015182,153,2,622.85,1
015184,28,2,406.76,1
015185,69,1,310.62,1
015186,13,2,411.41,1
015187,1,16,4777.18,1
015189,0,41,16225.39,1
015192,119,3,1044.32,1
015193,60,1,499.32,1
015194,2,15,7616.53,1
015195,2,1,3861.0,1
015197,10,3,1079.6100000000001,1
015198,91,2,193.64,1
015199,58,4,1268.7,1
015201,86,5,1236.54,1
015203,25,6,1827.8,1
015204,356,1,316.58,1
015205,84,2,653.24,1
015206,9,4,420.29999999999995,1
015208,0,5,870.12,1
015210,224,1,331.18,1
015211,59,2,894.4100000000001,1
015212,240,1,101.8,1
015213,318,2,328.35,1
015214,1,8,1661.44,1
015215,46,3,734.94,1
015216,87,1,96.6,1
015218,10,11,5756.89,2
015219,175,1,305.75,1
015220,51,6,1778.96,1
015221,365,1,403.25,1
015222,318,1,585.0,1
015223,225,2,755.75,1
015224,357,2,322.08,1
015225,233,1,409.40000000000003,1
015226,310,1,154.41,1
015227,36,5,1219.4,1
015228,65,4,3386.71,1
015230,238,2,429.6,1
015232,112,2,612.06,1
015234,276,1,197.0,1
015235,217,12,2247.51,1
015236,298,1,321.05,1
015237,1,4,1412.32,1
015238,28,3,1071.99,1
015239,9,2,780.59,1
015240,44,5,1706.57,0
015241,66,8,1756.44,1
015243,73,1,316.68,1
015244,64,2,631.57,1
015245,133,3,2515.84,1
015246,237,2,514.15,1
015247,121,1,356.0,1
015249,31,13,6688.46,0
015251,8,11,10484.99,1
015252,35,2,740.78,1
015253,15,5,918.1999999999999,1
015254,126,1,300.36,1
015255,66,1,890.85,1
015256,148,1,98.45,1
015257,282,1,317.15,1
015258,168,2,623.16,1
015260,99,7,1810.77,1
015261,134,1,254.82,1
015262,323,1,178.95000000000002,1
015263,106,1,156.51,1
015264,63,1,393.74,1
015265,150,2,1506.1200000000001,1
015266,337,1,119.3,1
015267,21,5,1717.36,1
015269,23,1,408.8,1
015270,15,7,2379.49,1
015271,6,15,2507.07,1
015272,56,2,721.94,1
015274,3,2,716.57,1
015275,37,1,615.14,1
015276,65,1,135.31,1
015277,46,1,255.89999999999998,1
015279,354,1,290.51,1
015280,171,1,113.12,1
015281,58,9,2332.15,1
015286,49,1,240.55,1
015287,21,2,486.69,1
015288,42,5,2306.52,2
015289,28,3,939.78,1
015290,4,18,7943.22,1
015291,25,15,4668.3,0
015292,200,1,180.94,1
015296,50,6,3672.86,1
015297,9,3,641.94,1
015298,1,12,4799.9,1
015299,66,7,4507.01,1
015300,63,1,496.44,1
015301,50,12,5070.35,1
015303,289,1,574.02,1
015304,60,8,694.4000000000001,1
015306,63,3,1174.35,1
015307,95,1,205.3,1
015308,273,1,310.47,1
015311,0,91,60767.9,0
015312,74,4,924.85,1
015313,109,1,52.0,1
015314,198,1,327.97,1
015315,63,2,570.5,1
015316,326,1,165.0,1
015318,3,1,312.62,1
015319,283,1,204.5,2
015320,43,1,267.13,1
015321,70,3,2748.31,1
015322,85,1,679.68,1
015325,103,1,162.29,1
015326,333,1,311.71,1
015327,52,1,208.75,1
015329,38,3,1049.7,1
015330,31,2,714.96,1
015333,207,1,1028.56,1
015334,156,3,351.67,1
015335,52,1,173.97,1
015339,65,2,574.07,1
015341,80,1,2020.52,1
015342,129,1,406.09,1
015343,86,1,364.5,1
015344,0,3,563.94,1
015345,45,1,393.54,1
015346,332,1,252.42000000000002,1
015347,365,1,201.60000000000002,1
015348,71,1,158.04,1
015349,157,2,473.81,1
015350,372,1,115.65,1
015351,11,7,1960.1100000000001,1
015353,254,2,777.02,1
015355,28,2,277.05,1
015356,30,10,2766.5,1
015358,4,22,8347.2,1
015360,39,1,427.93,1
015361,361,1,418.92,1
015363,372,1,326.0,1
015364,95,2,913.19,1
015365,25,7,2314.32,1
015366,74,2,602.51,1
015367,56,4,1877.59,1
015368,20,1,446.94000000000005,1
015370,40,7,2386.05,1
015372,136,1,2007.3999999999999,1
015373,7,12,2415.91,1
015374,128,1,168.0,1
015376,39,3,1233.3600000000001,1
015379,168,7,3703.29,1
015380,8,5,1690.2600000000002,1
015381,213,2,596.85,1
015382,14,6,5955.71,1
015384,169,2,642.41,1
015385,39,1,316.88,1
015386,185,1,394.14,1
015389,171,1,500.0,1
015392,4,4,1535.53,1
015393,15,2,231.86,1
015394,9,4,2183.54,1
015395,325,1,107.45,1
015396,112,1,288.18,1
015397,289,1,94.0,1
015398,15,2,1345.53,1
015399,0,3,815.77,1
015400,91,5,716.2,1
015402,148,2,626.77,1
015405,188,1,349.1,1
015406,30,2,510.71000000000004,1
015407,33,4,1056.44,0
015408,263,1,267.18,2
015410,83,8,3450.84,2
015411,25,4,1358.88,1
015412,170,1,190.53,1
015414,9,3,774.9000000000001,1
015415,312,1,572.8100000000001,1
015416,64,4,3984.32,1
015417,84,1,508.8,1
015419,24,1,135.86,1
015421,58,4,950.36,1
015422,322,2,97.7,1
015423,37,1,43.5,1
015424,253,2,383.34,1
015426,18,5,1447.39,1
015427,32,3,1483.14,1
015428,14,1,93.78,1
015429,26,2,397.35,1
015432,22,1,171.19,1
015433,213,2,533.3,1
015434,7,5,1041.48,1
015435,21,1,149.29,1
015436,11,3,1122.53,2
015437,261,1,200.16,1
015438,130,1,156.57999999999998,1
015440,54,3,383.68,1
015442,248,1,594.0,1
015443,1,7,3236.91,1
015444,8,2,1418.26,1
015445,263,1,113.5,1
015447,330,1,155.17,1
015448,312,1,494.64,1
015449,25,3,974.52,1
015450,29,1,429.84,1
015452,29,3,538.73,1
015453,1,7,1388.37,2
015454,361,1,179.1,0
015456,282,3,447.22,1
015457,261,1,237.07,1
015458,24,1,161.64,1
015460,353,1,216.76,1
015462,93,3,234.6,0
015463,28,1,126.14,1
015464,337,1,1048.85,1
015465,19,18,7354.62,1
015466,84,1,334.53,2
015467,8,3,524.88,1
015468,50,2,467.51,1
015469,49,2,538.55,1
015471,1,1,469.48,1
015472,112,1,371.56,1
015473,13,7,1771.2,1
015475,76,1,454.10999999999996,1
015478,39,2,1441.42,1
015482,15,12,11054.96,1
015483,160,4,233.81,1
015484,0,4,3594.31,1
015485,29,3,2575.0,1
015488,92,1,91.32000000000001,1
015489,22,3,1134.28,1
015491,94,6,3100.09,1
015492,27,2,659.4599999999999,1
015493,32,5,2001.8,1
015494,20,2,1299.23,1
015497,17,2,1262.2,1
015498,2,27,13316.4,1
015500,7,4,1131.56,1
015502,15,12,10384.93,1
015503,362,1,147.09,1
015504,80,1,52.83,1
015505,52,5,3610.96,1
015506,22,3,979.26,1
015507,171,1,492.36,2
015508,188,6,1000.27,1
015510,330,1,250.0,1
015511,11,5,909.23,1
015512,155,2,121.0,1
015513,32,19,14758.220000000001,1
015514,11,11,4139.46,1
015516,44,3,62.43,1
015517,232,1,267.03,1
015518,63,8,1942.45,1
015520,1,1,343.5,1
015521,39,8,3000.2,1
015522,32,2,398.84,1
015523,83,1,412.01000000000005,1
015524,24,1,440.0,1
015525,1,3,825.92,1
015526,32,2,148.44,1
015527,18,8,2429.78,1
015528,253,1,229.33,1
015529,22,11,3995.23,1
015530,21,4,1502.35,1
015531,7,2,2007.44,1
015532,24,4,1580.93,1
015533,18,3,807.57,1
015535,172,4,536.4,1
015537,162,1,110.92,1
015539,6,1,538.46,1
015540,10,1,213.3,1
015541,113,1,85.13000000000001,1
015543,287,1,127.86,1
015544,8,9,3546.71,1
015545,53,2,292.71999999999997,2
015547,6,14,4954.84,0
015549,76,3,1693.26,1
015550,3,4,575.63,1
015551,36,1,436.06,1
015552,216,1,90.12,1
015553,59,1,437.23,1
015554,277,1,217.2,1
015555,11,16,4805.17,1
015556,23,1,279.77,1
015557,28,1,473.65000000000003,1
015561,11,4,800.59,1
015562,351,1,134.55,1
015563,21,4,1400.44,1
015565,49,2,173.16,1
015567,18,1,186.01,1
015568,2,3,758.29,1
015569,103,5,1375.71,1
015570,6,12,4165.52,1
015571,11,4,650.4300000000001,1
015572,4,7,2552.86,2
015573,31,2,607.45,1
015574,177,4,702.25,1
015576,37,1,940.6700000000001,1
015577,150,3,258.88,1
015578,161,1,127.1,1
015579,68,2,348.6,0
015581,120,13,3679.9700000000003,1
015582,24,3,682.9100000000001,1
015584,23,4,725.11,1
015585,176,1,455.3,1
015587,49,4,913.6800000000001,1
015589,255,3,478.53000000000003,1
015592,46,1,388.58,1
015593,70,1,199.8,1
015594,15,5,1771.78,1
015596,100,5,1406.59,1
015597,34,1,324.57,1
015598,52,1,240.68,1
015599,26,2,761.74,1
015601,10,14,6776.56,0
015602,7,9,1297.8700000000001,1
015603,78,1,48.480000000000004,1
015604,51,1,216.39,1
015605,35,5,1198.23,1
015606,60,9,2920.16,1
015607,336,1,104.76,1
015608,27,4,1093.68,1
015609,183,1,298.48,1
015610,51,1,112.46000000000001,1
015611,9,13,1591.45,1
015612,35,2,195.15,1
015615,9,23,10399.74,1
015618,32,4,776.851,1
015619,10,1,336.40000000000003,1
015620,56,3,1553.18,1
015621,3,4,1293.03,1
015622,42,9,3709.56,1
015623,140,1,301.03,1
015624,116,4,588.13,1
015625,103,4,1534.26,1
015626,74,2,675.8,1
015628,4,9,2870.2400000000002,1
015630,44,2,1186.35,1
015632,15,8,3285.31,1
015634,16,1,243.55,1
015636,89,2,724.76,1
015637,52,1,223.36,1
015639,133,1,425.32,1
015640,3,15,12515.66,1
015641,104,4,1887.2,1
015643,191,3,664.0,1
015644,165,4,813.0,1
015645,18,1,612.01,1
